id,content,timestamp,username,userdisplayname,userlocation,retweetCount,likeCount,language,source
1636302044394057728,"I also learn from youtube to create the dream team!! Spot Heung Min Son here 🥹✨🤎
Go check this link to create best team formation: https://t.co/sl5t36hKwn (thx for the tutorial🥰)

#DataCleaningChallenge https://t.co/Vcz8OnlJdj",2023-03-16 09:43:03+00:00,raniahana___,Rania Hana 🐣,Indonesia,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1636299966670049280,"I am still working on my EDA. This time, I try to go out of my comfort zone and use new library named plotly for visualization anddd it makes my graph more interactive!! 
#DataCleaningchallenge https://t.co/8UqBMeBGUL",2023-03-16 09:34:47+00:00,raniahana___,Rania Hana 🐣,Indonesia,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636293860572766208,"Late Entry.😂
I recently completed my first data cleaning project as part of the ongoing #DataCleaningChallenge. The project involved using MS SQL Server to clean a messy FIFA dataset. Thank you @vicSomadina @PromiseNonso_ 
https://t.co/KbcICYD963",2023-03-16 09:10:31+00:00,TheTrailblaze14,NaN,"Gdansk, Poland",0,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636289350307569665,"I was scared at first, imagine a dataset of 1800+ columns and rows.  Wow 😳.... But then, it became fun (as a football person) when I started out by sorting and filtering .... I noticed there were many Anderson's too 😂😂
#DataCleaningchallenge #DataAnalyst",2023-03-16 08:52:36+00:00,Jadonsofficiall,Jahbuikem Anderson - Jadons',"Owerri, Nigeria",0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636287191478415360,"I was becoming rusty on my data cleaning and wrangling skills, owing to less practice, so when I heard of the #DataCleaningchallenge hosted by @PromiseNonso_ I had to dust off my skills and jumped on it, took me quite a while tho, but it was worth the while. 
Here’s the result 👇🏼 https://t.co/QWj7DVeonO",2023-03-16 08:44:01+00:00,3riggz_,Osamudiamen,Nigeria,0,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1636284872271560706,"Am great ful to @PromiseNonso_  for coming up with the Idea of this challenge it has really help me improve and Boosted my self confidence. It was fun giving the data set an the fact that am a football freak. Am really growing❤
#DataCleaningchallenge https://t.co/91W0JFyuEi",2023-03-16 08:34:48+00:00,Natefurry,Dennis Bijah,,5,19,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636282880706977792,"CAP ? De faire un grand nettoyage de printemps avec le #cybercleanupday ! 

@aurea et son équipe relève le défi ! Objectif : nettoyer les ordinateurs et les boites mail ! 

Alors CAP ou PAS CAP ? 

#aurea #aureaagrosciences #DataCleaningchallenge https://t.co/q6hsVAXkIg",2023-03-16 08:26:54+00:00,aureaofficiel,AUREA,France,1,1,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636280687450882048,"I am currently learning SQL with w3schools. Who is up for a group study let's motivate and push each other to reach our goals.
#SQL #data #DataScience #DataCleaningchallenge #DataAnalytics",2023-03-16 08:18:11+00:00,iykeDsolution,Ikolosis,Nigeria,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636277198633021441,"@PromiseNonso_ Here's my project here. The #DataCleaningchallenge was rewarding.
https://t.co/iODiqj7MK3",2023-03-16 08:04:19+00:00,ezeugbor,Izu Ezeugbor,Lagos,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636274431138975746,"One day, you’ll figure it all out or maybe not all, but you’ll be in a better place.
#DataAnalytics 
#DataCleaningchallenge",2023-03-16 07:53:19+00:00,tim_maundu,Tim_Maundu,,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636272045682991105,"I have effectively finished the #DataCleaningchallenge that was hosted by @PromiseNonso_ and @vicSomadina . Even though the task was difficult, the final outcome was gratifying. To learn more, check out my article at https://t.co/D13j2H2j66.",2023-03-16 07:43:50+00:00,duduyemiolamc,Duduyemi Olamileye,"Lagos, Nigeria",1,4,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1636270483757846529,"So I completed the #DataCleaningchallenge organized by @PromiseNonso_  and @vicSomadina using python.
Check it out.
#DataAnalytics https://t.co/9kzxyCxssg",2023-03-16 07:37:38+00:00,henzo_360,Henry🦍,,21,137,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636261177075310593,I had fun doing #DataCleaningchallenge using Excel. It was challenging and insightful. Thanks to @PromiseNonso_  @vicSomadina for the challenge. Looking forward to more of this.,2023-03-16 07:00:39+00:00,oyeyinka_mayowa,Oyeyinka Mayowa,,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636261154115731458,@RitupaGhosh @Reineguerrieree - Am looking for a Data Anonymiser tool for a demo. Any thoughts or pointers? #DataCleaningchallenge #DataMasking #dataanonymiser,2023-03-16 07:00:34+00:00,chittukuruvi4,Chittukuruvi,"Hope, Positivity and Optimism ",0,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636260618893250560,"Day-7 of the #datacleaningchallenge 

It's been a rough-smooth ride since it started 
Glad a lot of newbies, intermediate, and pro data analysts got the chance to flex and hone their data cleaning skills 

How has the journey been for you? 
Flaunt your completed projects 👇",2023-03-16 06:58:26+00:00,PromiseNonso_,Chinonso✨,Global,22,136,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636259360295772160,"I joined the #DataCleaningChallenge organized by Promise Chinonso and friends. I endured and finished this challenge. I've learned a lot, I'm in another data community where I'm the only person from Trinidad and Tobago.
https://t.co/Oy7khua1kW
Feedback is NECESSARY for Growth!",2023-03-16 06:53:26+00:00,aish_knight,TrinBago Analyst,,0,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636251148356075520,"Day 5 was certainly a better day. Dealt with 5 columns. Not a lot wrong with them, but still. We meuve!

#DataCleaningchallenge",2023-03-16 06:20:48+00:00,Mr_Barnso,Barna,Nigeria,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636220140047007745,Enjoying the #DataCleaningchallenge,2023-03-16 04:17:35+00:00,KalunguSteve,Kalungu Steve,,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636180752994906112,"https://t.co/eZbr8iaTLi

As an aspiring Data Scientist, I took to the task to take part of a DataCleaningChallenge organized by @PromiseNonso_ . 
Tasked to clean a messy FIFA data, I managed to produce this after a serious hardwork. 
Critiques welcomed🙏.
#DataCleaningchallenge",2023-03-16 01:41:04+00:00,Richie__Samuels,rpksam,"Accra, Ghana",0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1636146526849232898,"Completed the #DataCleaningchallenge  by @PromiseNonso_  and @vicSomadina earlier this week and these are the things I did.

https://t.co/tzjifOmAxA",2023-03-15 23:25:04+00:00,immanuel_oji,Oji The OG,Nigeria,3,6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636146184568840192,"I just published Data Cleaning Project: FIFA 2021 
It was a fantastic learning experience for me. My Excel/Google sheets sub-group was fun! 
thanks to @PromiseNonso_ and the team for organising this. I expect more!
#DataAnalytics #DataCleaningchallenge 
https://t.co/mNyZwmDmX4",2023-03-15 23:23:43+00:00,IceAgeOfPHcity,Ice_Age Of PH City,Nigeria,3,20,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636138905622781953,"I cleaned most part of the data in 2hrs, using the =SUBSTITUTE(cell, ""ã~"", """") function to remove most of the useless character, then used power query for the names...had it since Weekend. Will finalise it tomorrow #DataCleaningchallenge #10alytics. https://t.co/mrhDP5dSPu",2023-03-15 22:54:47+00:00,hechgaekwu,HHNwa,,0,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636137145206276097,"#DataCleaningchallenge I just stood up from my chair since 6pm chimooo this messy data is messing with my head, after overcoming one column, the next one will be laughing at you. 🤣🤣",2023-03-15 22:47:48+00:00,official__tiana,UGOCHI Ada okposi,UK or Canada ijn,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636133892695506944,"#datacleaningchallenge

Tool: #Excel 

Activity:

Today has basically been about the application of various formulae in carrying out time-efficient calculations.

- I used a function in calculating player wages by  multiplying wage value that ends with ""k"" by 1000

-",2023-03-15 22:34:52+00:00,Emman_Akins,Emmanuel Akinwale,,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636126959116730370,"Data cleaning may seem like a mundane task, but it's crucial for accurate analysis and decision-making. Take the time to clean your data properly, and you'll avoid costly errors down the line #DataCleaningchallenge",2023-03-15 22:07:19+00:00,herdataproject,Her Data Project,,4,27,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636125378522521600,"Analysis of the #DataCleaningchallenge python whatzapp group members by @chusk2 this guy 😍😍😍😍😍 @PromiseNonso_ , @vicSomadina .

Nigerians everywhere.. 😍 https://t.co/CfTudLFn1B",2023-03-15 22:01:02+00:00,teekay_akanbi,Akanbi Taofik,Nigeria,3,21,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636124503272042496,"I can't believe I'll ever ever want to search online for any information related to football.
#DataCleaningchallenge did this to me 🌚😂",2023-03-15 21:57:33+00:00,cheftee_lead,Temi ✨,"Lagos, Nigeria",0,4,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1636093815214817283,"Day 29 of #100DaysOfCode 
I  started my documentation of #DataCleaningchallenge  and I went through linear and logistic regression.",2023-03-15 19:55:37+00:00,Moyo_so_reOluwa,Moyosore✨✨,,1,3,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636078935392886785,"Hello #DataCleaningchallenge family, it's true that I am one of the organizers of the challenge but I also decided to participate and below is my entry. Please read through and feel free to put down your thoughts in the comment section. 
https://t.co/32QBdY0bWO https://t.co/MkLZJuJ5cB",2023-03-15 18:56:29+00:00,vicSomadina,Victor Somadina,Nigeria,7,38,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636078495011950598,"Here is a more detailed documentation of the #DataCleaningchallenge on Hashnode:
https://t.co/BTVC7yRFcB
@vicSomadina @PromiseNonso_",2023-03-15 18:54:44+00:00,ezeugbor,Izu Ezeugbor,Lagos,0,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636068740323221505,"Here is my submission to the #DataCleaningchallenge by @PromiseNonso_ and @vicSomadina . Thank you very much for this challenge. Learnt a lot of new hints and tips.
if this cross your timeline kindly have a glance and your feedback will be appreciated.
https://t.co/30AY1vZGjw",2023-03-15 18:15:59+00:00,teekay_akanbi,Akanbi Taofik,Nigeria,5,23,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636053371709800450,"Wow, @PromiseNonso_  and @vicSomadina  just made me fall in deep love with lambda. The dataset is lit... I can't wait for the next phase  #DataCleaningchallenge  #datachallenge

Here is the link to my repo, please check out my work

https://t.co/PVJKqxxTeJ https://t.co/EkGIHwNNCE",2023-03-15 17:14:54+00:00,giusmahn,Timeless❤❤,"Lagos, Nigeria",0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1636045340531892224,"Being on this #DataCleaningchallenge since 3 days back and it's been great being able to get my hands dirty on the messy data provided, it makes what I've been learning stick.",2023-03-15 16:43:00+00:00,Sanusi_____,Sanusi,Nowhere,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636044140336099330,"I can not even sleep in peace
again, what I will be thinking of is
conditional statement A
. =IF
Text.beforedelimeter 😂😂#DataCleaningchallenge 

Omo🥲",2023-03-15 16:38:13+00:00,LateefGideon,Salau Lateef Gideon,Nigeria,1,11,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1636043937910517760,"At last, I am done with my #DataCleaningchallenge  This is my first data cleaning project.
Thanks to @PromiseNonso_  for organising this data cleaning challenge. 
This is the link to my documentation https://t.co/1Ul5OUu1kL",2023-03-15 16:37:25+00:00,Shittu_2023,Data_Ninja📊 AY,,3,36,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636039934678016000,"The #datacleaningchallenge is fun, at least I learnt about Kazuyoshi Mium 😂😂😂 never knew a footballer can hold it till 53 at the top level. It's cool the data community is booming, people helping each other, people wanting to grow in the data space💪",2023-03-15 16:21:31+00:00,OE_Oyekan,O.E Oyekan,The right place,1,13,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1636037190181421058,"I participated in the #DataCleaningchallenge hosted by @PromiseNonso_ . It was really a though challenge, I spent 4 days trying to figure out how to clean this data 😩 but finally I’m done and I learnt so much on power query. https://t.co/RjmZDGpT5e",2023-03-15 16:10:36+00:00,SalvadorMariam6,Salvador Mariam,,2,23,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1636028171093958658,"Finally, I’m done with the #DataCleaningchallenge and I documented the process on medium 

https://t.co/SFBhby7kbJ",2023-03-15 15:34:46+00:00,taiwooodunuga,OluwaTomiwa,"Lagos, Nigeria",12,87,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1636020473141264384,"Day 27 of #100DaysOfCode 
📌 Solved 4 problems in @leetcode.
📌 Revised a few concepts in Python🐍.
#Python #Leetcode #DataCleaningchallenge",2023-03-15 15:04:11+00:00,ashamali369,Asha Mali,Bangalore,1,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635983224559075328,"Data cleaning challenge got us like this @cheftee_lead and I🤣🤣 
#DataCleaningchallenge https://t.co/IDJZqahGr1",2023-03-15 12:36:10+00:00,Hallelu2Omisore,Omisore Halleluyah,,1,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635981694653046787,"#DataCleaningchallenge #Day5 with @PromiseNonso_ 
#datacleaning 
So guys, maybe it's not the best idea to drop the Loan Date End, of the #Fifa21 dataset, yet. 

The NaNs are for the players NOT on Loan from their Clubs during #Fifa21 

Still pondering though. 🤔 https://t.co/JfwfTDodSc",2023-03-15 12:30:05+00:00,AlabiMarvellou3,Marvellous Alabi,Nigeria,0,4,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635973253314256897,"✍ Solving Team Conflict Through Communication: Part One

Read our latest article here: https://t.co/VQ2a1FU1Uv
#DataScience #DataCleaningchallenge #DataSecurity #opensource #Google #CitiCBS #DataAnalytics https://t.co/fPK6Z51tKc",2023-03-15 11:56:33+00:00,blossomacademy_,Blossom Academy,Ghana,0,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1635969415131938816,"Hey I told you guys
I entered #DataCleaningchallenge. I am still a beginner though. I asked my friend google for some guidelines
#datafam https://t.co/WamDitnUf2",2023-03-15 11:41:18+00:00,ife_ego,Materialistic Brother 🇨🇦,"Port Harcourt, Nigeria",0,4,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635964755461414912,"Phewww 😪😪, done with #DataCleaningchallenge on FIFA 21 dataset using Excel
https://t.co/wKAQAESB86
Thanks to @PromiseNonso_  for organising this challenge.",2023-03-15 11:22:47+00:00,Damrez3,Damilare,,1,21,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635960690040094720,"PHEW! Finally finished with the #DataCleaningchallenge . Here's the link to my documentation of the project. https://t.co/xk7BLM7aE0

 I'll be glad to assist anyone who still has difficulty in excel. 
@PromiseNonso_ @PidginAnalyst @vicSomadina https://t.co/BGlTuperm6",2023-03-15 11:06:37+00:00,lateefut,Adebanjo,,16,118,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1635925715110576128,"Here 👇 is a preview of my cleaned data (FIFA21 dataset) using Excel😁
@PromiseNonso thanks for bringing up this challenge 🤗  #DataCleaningchallenge https://t.co/K52QT3ozWb",2023-03-15 08:47:39+00:00,yemocute001,MeenahTHEanalyst,"Ibadan, Nigeria",0,3,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635909437641588737,"Today is my Day3 of #DataCleaningchallenge 
This is my work in progress in R. Hopefully, I will complete the cleaning before the day runs out. https://t.co/8AwwgEZaqq",2023-03-15 07:42:58+00:00,ratafar13,Rukayat Rauf 🇳🇬 🇫🇷,"Champs-sur-Marne, France",0,50,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1635908727063601157,"I will be joining the #DataCleaningchallenge organized by @PromiseNonso_. I am just getting started with data analysis and I will be using excel. 

Thank you for organizing this! https://t.co/4peFJys41Z",2023-03-15 07:40:08+00:00,AlatiseOluwase6,ọlọ́runyọmí ALÁTIṣÉ 🆖,"Lagos, Nigeria",0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635908466576355330,"i have always admired how Indians can host data tutorials on youtube using Hindi. 
my dream is to do something similar for d streets using pidgin English.  
so here's a pidgin English translation of my #DataCleaningchallenge  hosted by @PromiseNonso_  
1/n https://t.co/apl0fcT2yx",2023-03-15 07:39:06+00:00,PidginAnalyst,Data Analytics In Pidgin,,21,75,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1635897858564956161,Big thank you to @PromiseNonso_ and @vicSomadina for organizing this #DataCleaningchallenge 🙌🏽 Your challenge gave me the opportunity to flex my data cleaning skills and learn new things 🤓 Looking forward to the next one!,2023-03-15 06:56:57+00:00,neecrownsmith,Fajemisin Adeniyi,"Lagos, Nigeria",0,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635897856086138886,"🚀🎉 I just completed the #DataCleaningchallenge! 
Take a look at the documentation: https://t.co/JcbdJjO4kO 👀",2023-03-15 06:56:57+00:00,neecrownsmith,Fajemisin Adeniyi,"Lagos, Nigeria",0,4,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635897121617637376,"Please do contact if anyone interested

#tableau #DataScience #DataAnalytics #Datavisualization #reporting #DataFam #BigData #Businessanalytics #Analytics #data #dataviz #DataCleaningchallenge https://t.co/IAwOIJYjoP",2023-03-15 06:54:01+00:00,AkshayRavirala,Analyst Akshay 🚀📊,"Berlin, Germany",0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635880927216762880,"Day 4... Let's hope for better days. God abeg

#DataCleaningchallenge",2023-03-15 05:49:40+00:00,Mr_Barnso,Barna,Nigeria,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635858598072033280,"Need help with importing libraries despite having everything set up correctly, any suggestions?

#DataScience #DataAnalytics #pandas #numpy #DataScientist #visualization #DataCleaningchallenge https://t.co/rSBlJQBjG9",2023-03-15 04:20:57+00:00,Yerrohbarrie06,Alpha Y Barrie 🇸🇱 🇮🇳 🇬🇳,Sierra Leone,0,3,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635834258659966976,"Day 5 of #DataCleaningchallenge 

I really had some issues trying to import my data to sql but I found a way around it at the end.

I'm done with the challenge anyways and  currently in the process of documenting all my process in medium.",2023-03-15 02:44:14+00:00,niffyclaire,~Imefin~,Nigeria,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635818718067400704,"Day 5 of #datacleaningchallenge

Cleaning the ""FIFA 21 messy, raw dataset"" has added to my Microsoft Power BI skills.
There were setbacks but I'm delighted I overcame them with the aid of God &amp; my teammates.

Thank you @PromiseNonso_ &amp; Co.

#MicrosoftPowerBI #PowerBIQueryEditor",2023-03-15 01:42:29+00:00,o_sayrah,Sarah Akingbade,,0,4,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635769034732961792,"Finally completed the #DataCleaningChallenge. It was a demanding task, but I pulled through. Learnt a whole lot. Thanks to @vicSomadina and @PromiseNonso_ 

https://t.co/mdexqqW1Lk",2023-03-14 22:25:03+00:00,JustAdedeji,EMMY,on Twitter 😒,1,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1635768314310848513,"SQL projects and case studies on my list at the moment:
1. Data cleaning challenge with SQL on the FIFA21 dataset
2. Danny ma SQL case study
3. Data exploration on the COVID-19 dataset 

#DataCleaningchallenge
#gratitude
#dataanalysis",2023-03-14 22:22:11+00:00,Berry_Analyst,Mustapha,"Lekki, Nigeria",0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635765120537116739,@hackSultan I used power query for the #DataCleaningchallenge,2023-03-14 22:09:30+00:00,Moyo_so_reOluwa,Moyosore✨✨,,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635765018070339588,"Day 28 of #100DaysOfCode 
I completed the #DataCleaningchallenge  using power query and learnt support vector machines in machine learning with python 
#100daysofcodechallenge 
#DataScientist 
#data https://t.co/2el1Z8rAkf",2023-03-14 22:09:06+00:00,Moyo_so_reOluwa,Moyosore✨✨,,1,6,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635763493470126082,"Data quality to dimensions to consider when performing data cleaning, viz: completeness, validity, accuracy and consistency.

#DataCleaningchallenge",2023-03-14 22:03:02+00:00,pydawud,pydawud,Nigerian ,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635761888259612673,I encourage everyone to prioritize data cleaning in their projects to ensure that their analyses are accurate and reliable. 🧹🔍📊 #DataCleaningchallenge,2023-03-14 21:56:39+00:00,AYOMIDE_247,Ayomide,Nigeria,0,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1635761824434929667,Just wrapped up the #datacleaningchallenge and I will document my entire process for all to learn from immediately the documentation is done!,2023-03-14 21:56:24+00:00,AYOMIDE_247,Ayomide,Nigeria,0,5,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1635760549186117633,"#DataCleaningchallenge Done ✅ 
Thanks @PromiseNonso_ for this opportunity. I thought I was done with excel infact I was already learning SQL. But this challenge really open my eyes to some other things in excel. The challenge is quite challenging and fun.",2023-03-14 21:51:20+00:00,AbeeblahAdeniyi,A for ADEWUYI🌚🤗,"Ibadan, Nigeria",0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1635753960907632643,"The #DataCleaningchallenge  has been giving me headache for the past days😪. After so many attempts and trials , I've been able to:
1- resolve the inconsistencies in the height column by converting everything into 'cm'
2- also resolve the inconsistencies in the weight column by",2023-03-14 21:25:09+00:00,BusariabdulA,Zizzay,,1,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635746446359003140,"Finished the cleaning of the dataset!! Have a look of my work at https://t.co/wEZl5hdr16
#DataCleaningchallenge",2023-03-14 20:55:18+00:00,chusk2,danicoder,"Málaga, España",3,7,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1635737220018569216,"Data Cleaning has given me serious headache but it is so interesting when you're able to achieve your goal😄😄 It's Day4 of the #DataCleaningchallenge but I just started working on it two days ago. Thank you for this challenge @PromiseNonso_ 🔥

@Ebuka_Ihe @PidginAnalyst 👍",2023-03-14 20:18:38+00:00,iam_TUNADEZ,Olatunde Olaleye,,0,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635735759796797453,"#DataCleaningchallenge 
honestly this is my day one because of my job, I started by 6pm and it is currently 9pm and I'm still battling with cleaning this dirty data.

I promise not to give up. 🤜💪💪",2023-03-14 20:12:50+00:00,official__tiana,UGOCHI Ada okposi,UK or Canada ijn,0,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1635731566600044545,Finally finished cleaning the dirty data from the #DataCleaningchallenge @PromiseNonso_. Quite interesting and worth every minute spent on it. Working on my documentation. I will share as soon as possible. @thenaijacarguy @Rita_tyna @DataFestAfrica @dataleum @JideKenny https://t.co/kmJAG4GPuL,2023-03-14 19:56:10+00:00,DollyJide,Kenny-Jide Dolapo,"Lagos, Nigeria",1,6,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635730085599903744,"My Questions‼️
Since INEC doesn't serve the interest of Nigerian peoples
 
1. Who's responsible for INEC?
2. Who's INEC answerable to? 
3. Is INEC neocolonialist tool? 
 I need answer to this

Pounded #DataCleaningchallenge #OccupyINECNOW Kwankwaso""Tinubu and Atiku""
Emefiele https://t.co/8aNEJ0gAkh",2023-03-14 19:50:17+00:00,sisOkwy,Sis.Okwy,,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635726088222523392,It was a beautiful coincidence that why I am participating in #DataCleaningchallenge; a course training used a similar dataset to explain the diferent probability distributions.,2023-03-14 19:34:24+00:00,emiola_olasanmi,the_black_lover_lady,Nigeria,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635716908254101516,Special thanks to @vicSomadina and @PromiseNonso_ for organizing the #DataCleaningchallenge . It has been challenging but rewarding. Power Query on Microsoft Excel was used in the process. Take a look at my documentation here: https://t.co/iODiqj7MK3,2023-03-14 18:57:55+00:00,ezeugbor,Izu Ezeugbor,Lagos,3,14,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1635710034272473088,"Done👍 #DataCleaningchallenge
And it was fun!! 

I used Excel and R-programming to clean the Fifa21 dataset. 
@PromiseNonso_ https://t.co/ZD9gWX1lhg",2023-03-14 18:30:36+00:00,alok75895841,Alok,,2,29,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635710027171233808,#datacleaningchallenge,2023-03-14 18:30:35+00:00,Faruqfoye,foye,,0,2,qht,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1635699121209081856,"https://t.co/kRT9HlWIxL

#DataCleaningchallenge",2023-03-14 17:47:14+00:00,bluemagikSGO,The Almighty Steve.,in your mind.,2,13,qme,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1635696520606494736,"Omo😳😤This data is really dirty and challenging, but what do we say to the god of backing down?. NOT TODAY..
Quite interesting that as I clean, more dirt pops up..The end is certain.
Clean data is close, Keep going Toby.. 
#DataCleaningchallenge",2023-03-14 17:36:54+00:00,Toby_Davids,Bobby Bones,XY,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1635691760843206661,"#DataCleaningchallenge 
This has been a great challenge, it has made think better. A real challenge, the interest is massive and the help fr other is wonderful",2023-03-14 17:18:00+00:00,Lynn_Gun,Ehiremen,nigeria,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
